TotalLinesOfCode,TotalSymbols,SymbolsPerLine,Area,AreaPerLine,TotalConnectivity,TotalConnectivityPerLine,FieldConnectivity,FieldConnectivityPerLine,MethodConnectivity,MethodConnectivityPerLine,MethodDeclarationLines,MethodDeclarationSymbols,MethodDeclarationSymbolsPerLine,MethodDeclarationArea,MethodDeclarationDepthPerLine,KeywordContinueTotalCount,KeywordContinueCountPerLine,KeywordForTotalCount,KeywordForCountPerLine,KeywordNewTotalCount,KeywordNewCountPerLine,KeywordSwitchTotalCount,KeywordSwitchCountPerLine,KeywordAssertTotalCount,KeywordAssertCountPerLine,KeywordSynchronizedTotalCount,KeywordSynchronizedCountPerLine,KeywordBooleanTotalCount,KeywordBooleanCountPerLine,KeywordDoTotalCount,KeywordDoCountPerLine,KeywordIfTotalCount,KeywordIfCountPerLine,KeywordThisTotalCount,KeywordThisCountPerLine,KeywordBreakTotalCount,KeywordBreakCountPerLine,KeywordDoubleTotalCount,KeywordDoubleCountPerLine,KeywordThrowTotalCount,KeywordThrowCountPerLine,KeywordByteTotalCount,KeywordByteCountPerLine,KeywordElseTotalCount,KeywordElseCountPerLine,KeywordCaseTotalCount,KeywordCaseCountPerLine,KeywordInstanceofTotalCount,KeywordInstanceofCountPerLine,KeywordReturnTotalCount,KeywordReturnCountPerLine,KeywordTransientTotalCount,KeywordTransientCountPerLine,KeywordCatchTotalCount,KeywordCatchCountPerLine,KeywordIntTotalCount,KeywordIntCountPerLine,KeywordShortTotalCount,KeywordShortCountPerLine,KeywordTryTotalCount,KeywordTryCountPerLine,KeywordCharTotalCount,KeywordCharCountPerLine,KeywordFinalTotalCount,KeywordFinalCountPerLine,KeywordFinallyTotalCount,KeywordFinallyCountPerLine,KeywordLongTotalCount,KeywordLongCountPerLine,KeywordStrictfpTotalCount,KeywordStrictfpCountPerLine,KeywordFloatTotalCount,KeywordFloatCountPerLine,KeywordSuperTotalCount,KeywordSuperCountPerLine,KeywordWhileTotalCount,KeywordWhileCountPerLine,label
39,2451,62.84615384615385,15,0.384615384615384,3,0.052631578947368,3,0.052631578947368,0,0.0,481,28109,58.43866943866944,6090,12.66112266112266,0,0.0,1,0.017543859649122,9,0.157894736842105,1,0.017543859649122,0,0.0,0,0.0,0,0.0,0,0.0,10,0.175438596491228,0,0.0,2,0.035087719298245,0,0.0,7,0.122807017543859,9,0.157894736842105,3,0.052631578947368,2,0.035087719298245,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0
4,274,68.5,0,0.0,0,0.0,0,0.0,0,0.0,49,2636,53.795918367346935,67,1.36734693877551,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,1
18,913,50.72222222222222,2,0.111111111111111,2,0.083333333333333,0,0.0,2,0.083333333333333,59,2580,43.72881355932204,70,1.186440677966101,0,0.0,2,0.083333333333333,0,0.0,0,0.0,1,0.041666666666666,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,0.333333333333333,0,0.0,0,0.0,0,0.0,1,0.041666666666666,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0
2,145,72.5,0,0.0,3,1.5,3,1.5,0,0.0,5,223,44.6,2,0.4,0,0.0,0,0.0,2,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,1
42,1651,39.30952380952381,21,0.5,1,0.02127659574468,1,0.02127659574468,0,0.0,158,5287,33.462025316455694,218,1.379746835443038,0,0.0,0,0.0,0,0.0,0,0.0,7,0.148936170212765,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14,0.297872340425531,0,0.0,0,0.0,7,0.148936170212765,0,0.0,0,0.0,7,0.148936170212765,0,0.0,0,0.0,7,0.148936170212765,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0
1,70,70.0,0,0.0,0,0.0,0,0.0,0,0.0,72,4542,63.083333333333336,749,10.40277777777778,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0
38,1473,38.76315789473684,28,0.7368421052631571,4,0.105263157894736,3,0.078947368421052,1,0.026315789473684,45,1738,38.62222222222222,66,1.466666666666666,0,0.0,1,0.026315789473684,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.105263157894736,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.052631578947368,0,0.0,0,0.0,2,0.052631578947368,0,0.0,3,0.078947368421052,0,0.0,0,0.0,1,0.026315789473684,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,1
10,339,33.9,0,0.0,0,0.0,0,0.0,0,0.0,19,736,38.73684210526316,16,0.842105263157894,0,0.0,0,0.0,0,0.0,0,0.0,6,0.8571428571428571,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0
9,479,53.22222222222222,0,0.0,5,0.555555555555555,1,0.111111111111111,4,0.444444444444444,27,1250,46.2962962962963,29,1.074074074074074,0,0.0,0,0.0,2,0.222222222222222,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.111111111111111,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.222222222222222,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,1
1,52,52.0,0,0.0,0,0.0,0,0.0,0,0.0,26,1042,40.07692307692308,45,1.73076923076923,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,1
1,41,41.0,0,0.0,1,1.0,0,0.0,1,1.0,4,138,34.5,1,0.25,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,1
1,87,87.0,0,0.0,1,1.0,0,0.0,1,1.0,5,216,43.2,2,0.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,1
1,44,44.0,0,0.0,0,0.0,0,0.0,0,0.0,7,197,28.142857142857142,6,0.8571428571428571,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0
1,13,13.0,0,0.0,1,0.5,1,0.5,0,0.0,11,220,20.0,5,0.454545454545454,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0
3,213,71.0,0,0.0,0,0.0,0,0.0,0,0.0,31,1257,40.54838709677419,38,1.225806451612903,0,0.0,0,0.0,0,0.0,0,0.0,2,0.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0
51,2775,54.41176470588236,72,1.411764705882353,7,0.137254901960784,4,0.078431372549019,3,0.058823529411764,58,2966,51.13793103448276,123,2.120689655172413,1,0.019607843137254,3,0.058823529411764,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11,0.215686274509803,1,0.019607843137254,0,0.0,0,0.0,0,0.0,0,0.0,6,0.117647058823529,0,0.0,0,0.0,1,0.019607843137254,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.019607843137254,0,0,0,0.0,0,0.0,1,0.019607843137254,1
8,629,78.625,0,0.0,1,0.071428571428571,1,0.071428571428571,0,0.0,98,5830,59.48979591836735,238,2.428571428571428,0,0.0,0,0.0,0,0.0,0,0.0,5,0.357142857142857,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0
6,340,56.66666666666666,0,0.0,5,0.833333333333333,2,0.333333333333333,3,0.5,15,845,56.333333333333336,6,0.4,0,0.0,0,0.0,2,0.333333333333333,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.166666666666666,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,1
11,483,43.90909090909091,7,0.636363636363636,3,0.272727272727272,1,0.09090909090909,2,0.181818181818181,20,785,39.25,19,0.95,0,0.0,2,0.181818181818181,2,0.181818181818181,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.09090909090909,0,0.0,0,0.0,2,0.181818181818181,0,0.0,6,0.5454545454545451,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,1
18,906,50.333333333333336,5,0.277777777777777,3,0.166666666666666,3,0.166666666666666,0,0.0,24,1192,49.66666666666666,23,0.958333333333333,0,0.0,2,0.111111111111111,1,0.055555555555555,0,0.0,0,0.0,0,0.0,0,0.0,2,0.111111111111111,1,0.055555555555555,1,0.055555555555555,0,0.0,0,0.0,0,0.0,1,0.055555555555555,0,0.0,0,0.0,0,0.0,2,0.111111111111111,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.166666666666666,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,1
2,133,66.5,0,0.0,3,0.75,2,0.5,1,0.25,13,406,31.23076923076923,14,1.076923076923076,0,0.0,0,0.0,2,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.75,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0
3,179,59.66666666666666,0,0.0,0,0.0,0,0.0,0,0.0,82,3342,40.75609756097561,69,0.8414634146341461,0,0.0,0,0.0,2,0.6666666666666661,0,0.0,0,0.0,0,0.0,0,0.0,1,0.333333333333333,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.333333333333333,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,1
10,498,49.8,0,0.0,2,0.166666666666666,2,0.166666666666666,0,0.0,15,804,53.6,13,0.866666666666666,0,0.0,0,0.0,2,0.166666666666666,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0
1,60,60.0,0,0.0,0,0.0,0,0.0,0,0.0,33,1374,41.63636363636363,48,1.454545454545454,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,1
5,208,41.6,0,0.0,1,0.2,0,0.0,1,0.2,7,316,45.142857142857146,5,0.7142857142857141,0,0.0,0,0.0,2,0.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,1
3,118,39.333333333333336,1,0.333333333333333,0,0.0,0,0.0,0,0.0,248,10624,42.83870967741935,596,2.403225806451613,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.333333333333333,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,1
36,1656,46.0,21,0.583333333333333,3,0.083333333333333,2,0.055555555555555,1,0.027777777777777,41,1918,46.78048780487805,58,1.414634146341463,0,0.0,4,0.111111111111111,3,0.083333333333333,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.027777777777777,1,0.027777777777777,0,0.0,0,0.0,2,0.055555555555555,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.027777777777777,6,0.166666666666666,0,0.0,1,0.027777777777777,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,1
5,356,71.2,0,0.0,2,0.285714285714285,1,0.142857142857142,1,0.142857142857142,11,709,64.45454545454545,8,0.7272727272727271,0,0.0,0,0.0,1,0.142857142857142,0,0.0,3,0.428571428571428,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0
11,630,57.27272727272727,9,0.818181818181818,3,0.272727272727272,2,0.181818181818181,1,0.09090909090909,13,785,60.38461538461539,20,1.538461538461538,0,0.0,0,0.0,0,0.0,0,0.0,3,0.272727272727272,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.09090909090909,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,1
150,6132,40.88,381,2.54,29,0.193333333333333,15,0.1,14,0.093333333333333,631,30746,48.72583201267829,1602,2.538827258320126,0,0.0,4,0.026666666666666,2,0.013333333333333,0,0.0,0,0.0,0,0.0,0,0.0,1,0.006666666666666,31,0.206666666666666,0,0.0,1,0.006666666666666,0,0.0,0,0.0,0,0.0,11,0.073333333333333,0,0.0,0,0.0,16,0.106666666666666,0,0.0,5,0.033333333333333,16,0.106666666666666,0,0.0,4,0.026666666666666,0,0.0,2,0.013333333333333,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,1
21,809,38.523809523809526,0,0.0,1,0.045454545454545,0,0.0,1,0.045454545454545,59,2580,43.72881355932204,56,0.949152542372881,0,0.0,0,0.0,0,0.0,0,0.0,18,0.818181818181818,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0
6,243,40.5,0,0.0,3,0.5,2,0.333333333333333,1,0.166666666666666,36,1264,35.111111111111114,40,1.111111111111111,0,0.0,0,0.0,2,0.333333333333333,0,0.0,2,0.333333333333333,0,0.0,0,0.0,2,0.333333333333333,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0
1,68,68.0,0,0.0,0,0.0,0,0.0,0,0.0,56,2621,46.80357142857143,85,1.517857142857142,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0
10,348,34.8,0,0.0,0,0.0,0,0.0,0,0.0,130,4493,34.56153846153846,123,0.946153846153846,0,0.0,0,0.0,3,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,1
9,399,44.333333333333336,4,0.444444444444444,0,0.0,0,0.0,0,0.0,106,5341,50.386792452830186,283,2.669811320754717,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.181818181818181,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0
10,442,44.2,0,0.0,0,0.0,0,0.0,0,0.0,39,1813,46.48717948717949,35,0.897435897435897,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.125,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0
5,356,71.2,0,0.0,1,0.142857142857142,1,0.142857142857142,0,0.0,17,908,53.41176470588236,14,0.8235294117647051,0,0.0,0,0.0,0,0.0,0,0.0,2,0.285714285714285,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0
9,439,48.77777777777778,8,0.8888888888888881,5,0.5,1,0.1,4,0.4,32,1292,40.375,51,1.59375,0,0.0,0,0.0,0,0.0,0,0.0,4,0.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0
4,242,60.5,0,0.0,11,1.833333333333333,9,1.5,2,0.333333333333333,35,2006,57.31428571428572,50,1.428571428571428,0,0.0,0,0.0,0,0.0,0,0.0,4,0.6666666666666661,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0
7,459,65.57142857142857,1,0.142857142857142,1,0.142857142857142,1,0.142857142857142,0,0.0,72,3756,52.16666666666666,98,1.3611111111111112,0,0.0,0,0.0,1,0.142857142857142,0,0.0,0,0.0,0,0.0,0,0.0,1,0.142857142857142,1,0.142857142857142,0,0.0,0,0.0,0,0.0,1,0.142857142857142,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,1
30,1049,34.96666666666667,11,0.366666666666666,5,0.166666666666666,4,0.133333333333333,1,0.033333333333333,74,2372,32.054054054054056,127,1.716216216216216,0,0.0,0,0.0,5,0.166666666666666,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.066666666666666,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.033333333333333,0,0.0,0,0.0,0,0.0,0,0.0,1,0.033333333333333,0,0.0,0,0.0,7,0.233333333333333,0,0.0,2,0.066666666666666,1,0.033333333333333,0,0.0,0,0,0,0.0,0,0.0,0,0.0,1
42,1489,35.45238095238095,35,0.833333333333333,3,0.071428571428571,2,0.047619047619047,1,0.023809523809523,46,1588,34.52173913043478,77,1.6739130434782612,0,0.0,2,0.047619047619047,7,0.166666666666666,1,0.023809523809523,0,0.0,0,0.0,0,0.0,0,0.0,2,0.047619047619047,0,0.0,0,0.0,0,0.0,2,0.047619047619047,0,0.0,0,0.0,4,0.095238095238095,1,0.023809523809523,5,0.119047619047619,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,1
6,518,86.33333333333333,0,0.0,0,0.0,0,0.0,0,0.0,39,2885,73.97435897435898,36,0.923076923076923,0,0.0,0,0.0,0,0.0,0,0.0,4,0.333333333333333,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0
10,279,27.9,0,0.0,10,1.428571428571428,10,1.428571428571428,0,0.0,33,950,28.78787878787879,31,0.9393939393939392,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0
3,193,64.33333333333333,0,0.0,2,0.4,2,0.4,0,0.0,35,1547,44.2,47,1.342857142857142,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0
1,60,60.0,0,0.0,1,1.0,1,1.0,0,0.0,10,340,34.0,11,1.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,1
19,777,40.89473684210526,29,1.526315789473684,7,0.368421052631578,3,0.157894736842105,4,0.210526315789473,50,1887,37.74,86,1.72,0,0.0,1,0.052631578947368,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.052631578947368,3,0.157894736842105,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.052631578947368,0,0.0,0,0.0,3,0.157894736842105,0,0.0,0,0.0,0,0.0,0,0.0,6,0.31578947368421,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,1
2,83,41.5,0,0.0,0,0.0,0,0.0,0,0.0,69,3556,51.53623188405797,235,3.405797101449275,0,0.0,0,0.0,2,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.25,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0
21,934,44.47619047619048,31,1.476190476190476,3,0.142857142857142,3,0.142857142857142,0,0.0,31,1173,37.83870967741935,83,2.677419354838709,0,0.0,1,0.047619047619047,1,0.047619047619047,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.047619047619047,5,0.238095238095238,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.095238095238095,0,0.0,1,0.047619047619047,0,0.0,0,0.0,1,0.047619047619047,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,1
8,343,42.875,6,0.75,3,0.375,2,0.25,1,0.125,11,450,40.90909090909091,15,1.363636363636363,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.125,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.125,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,1,0.125,1
